ID_PREINSCRIPCION,ID_CURSO_ACADEMICO,ID_CONVOCATORIA,ID_TIPO_ACCESO_PREINS,ID_TIPO_PROCEDIMIENTO,ID_ESTUDIO_PREVIO,ID_UNIVERSIDAD,ID_CUPO_ADJUDICACION,NOTA_ADMISION,ID_PLAN_ESTUDIO,ORDEN_PREFERENCIA,RESOLUCION_SOLICITUD,SN_ADMITIDO,ORDEN_ADJUDICACION,FECHA_PREINSCRIPCION,ID_PERSONA,FECHA_NACIMIENTO,ID_SEXO,SEXO,ID_POBLACION_NACIMIENTO,ID_PAIS_NACIMIENTO,ID_PAIS_NACIONALIDAD,EDAD,FECHA_CARGA,ID_CENTRO,ID_PAIS_UNIVERSIDAD_ORIGEN,RESOLUCION_LLAMAMIENTO,NUM_LLAMAMIENTO,RESOLUCION_FINAL,ID_ESTADO_ADJUDICACION,ID_CURSO_ACADEMICO_NK,ID_RANGO_NOTA_ADMISION,SN_MATRICULADO,SN_PARTICIPA_ADJUDICACION,ID_POBLACION_FAMILIAR,SN_CREDENCIAL_UNED,FLG_CREDENCIAL_UNED,NOTA_ACCESO,ID_FECHA_CARGA,ID_TIPO_CENTRO,ID_CAMPUS,ID_POBLACION_CENTRO,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_DETALLE_CUPO_GENERAL,ID_DETALLE_CUPO_GENERAL_NK,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,EDAD_EST,ID_EDAD_EST
100080,20200,2,13,3,9,36,1,11.52,51,10,A,S,4.0,2020-09-24,27,1998-03-01,2,M,145,34,62,27,2020-07-24,9,73,P1,1,Resolución final para la solicitud 100080 del 2020-09-24,5,2020,1,S,S,160,S,1,9.33,20230110,7,3,455,10,39,6,6,DC06,17,URY,No consta,9
100081,20230,5,6,2,4,78,6,7.87,21,4,A,S,5.0,2023-01-03,89,1967-02-09,1,H,427,3,77,58,2023-11-15,39,45,A1,1,Resolución final para la solicitud 100081 del 2023-01-03,3,2023,1,S,S,363,S,1,8.54,20230125,3,6,178,9,29,12,7,DC07,85,NER,Joven a...,3
100082,20220,4,5,1,3,56,6,10.35,7,5,P,N,,2022-05-25,96,1968-12-13,2,M,38,6,58,57,2020-12-29,1,86,D2,2,Resolución final para la solicitud 100082 del 2022-05-25,7,2022,1,N,N,72,S,1,12.22,20220410,7,4,270,2,40,1,4,DC04,81,EGY,Joven a...,3
100083,20140,1,8,4,4,70,4,13.08,81,9,A,S,3.0,2014-06-09,29,2006-10-12,1,H,368,99,39,19,2023-04-26,6,61,A1,1,Resolución final para la solicitud 100083 del 2014-06-09,5,2014,1,N,S,187,S,1,10.69,20221206,8,3,161,4,26,5,6,DC06,2,COG,Adulto ...,7
100084,20220,4,10,1,2,11,4,11.67,55,3,A,S,3.0,2022-03-28,92,1967-08-20,1,H,120,42,87,58,2020-10-30,10,6,P2,2,Resolución final para la solicitud 100084 del 2022-03-28,1,2022,1,N,S,43,S,1,5.98,20200311,4,5,142,9,22,9,8,DC08,85,NER,Adulto ...,4
100085,20120,4,15,3,10,77,2,6.26,11,5,D,N,,2012-09-12,77,1976-04-19,1,H,263,7,100,49,2023-01-30,39,13,D2,2,Resolución final para la solicitud 100085 del 2012-09-12,1,2012,1,N,S,138,N,0,7.0,20230419,3,6,386,2,1,2,3,DC03,93,CHL,Senior,8
100086,20240,2,15,4,9,11,3,10.2,20,2,P,N,,2024-10-07,34,2007-04-16,2,M,214,66,71,18,2023-08-23,16,6,P2,2,Resolución final para la solicitud 100086 del 2024-10-07,5,2024,1,S,N,312,S,1,11.23,20200205,5,3,470,10,12,2,10,DC10,90,TTO,Adulto,5
100087,20190,1,15,5,8,58,1,10.0,58,5,D,N,,2019-07-07,100,1983-01-13,1,H,243,65,19,42,2023-08-06,20,12,A1,1,Resolución final para la solicitud 100087 del 2019-07-07,6,2019,1,N,N,322,N,0,10.09,20231102,1,9,377,4,18,11,5,DC05,60,RUS,Adulto ...,4
100088,20100,2,5,3,7,39,2,13.77,96,10,A,S,3.0,2010-03-20,67,1993-09-18,1,H,85,87,74,32,2020-12-26,22,24,P2,2,Resolución final para la solicitud 100088 del 2010-03-20,5,2010,1,N,N,480,S,1,11.25,20230728,6,7,482,3,24,12,6,DC06,99,KWT,Adulto,5
100089,20110,2,12,4,9,5,4,9.99,18,5,D,N,,2011-11-16,64,1995-11-10,1,H,390,29,25,30,2022-06-13,10,24,A2,2,Resolución final para la solicitud 100089 del 2011-11-16,3,2011,1,S,N,205,S,1,11.34,20230606,4,5,458,2,17,15,5,DC05,60,RUS,No consta,9
100090,20180,4,6,5,6,20,3,11.79,22,7,D,N,,2018-08-12,63,1992-12-28,1,H,290,61,54,33,2021-08-25,18,34,P1,1,Resolución final para la solicitud 100090 del 2018-08-12,7,2018,1,S,S,486,N,0,8.55,20210719,7,10,259,3,39,13,6,DC06,3,ISL,Menor d...,1
100091,20210,2,14,4,1,11,6,13.45,9,7,A,S,2.0,2021-05-02,38,1961-04-26,2,M,390,15,57,64,2020-11-21,22,63,D1,1,Resolución final para la solicitud 100091 del 2021-05-02,7,2021,1,N,N,179,N,0,9.64,20220317,6,7,400,2,24,12,1,DC01,43,TWN,Senior,8
100092,20240,5,2,1,10,56,2,10.66,22,2,P,N,,2024-07-19,99,1976-09-03,2,M,225,28,5,49,2021-05-24,15,58,P2,2,Resolución final para la solicitud 100092 del 2024-07-19,4,2024,1,N,S,269,S,1,6.9,20230918,4,9,223,3,50,6,4,DC04,8,HTI,Joven,2
100093,20130,1,7,3,10,44,5,12.88,33,2,A,S,5.0,2013-11-11,52,1973-06-20,2,M,282,28,8,52,2021-08-30,50,62,D1,1,Resolución final para la solicitud 100093 del 2013-11-11,5,2013,1,N,S,405,N,0,8.76,20200509,5,7,8,8,5,1,6,DC06,13,MCO,Adulto,5
100094,20220,2,10,4,4,2,2,5.08,8,7,D,N,,2022-05-02,10,1969-02-02,1,H,43,95,55,56,2020-08-03,24,97,P2,2,Resolución final para la solicitud 100094 del 2022-05-02,7,2022,1,S,N,400,S,1,13.28,20210803,6,2,160,10,7,7,9,DC09,75,PRY,Joven,2
100095,20130,5,3,2,5,92,3,7.82,74,7,A,S,4.0,2013-07-30,24,1961-11-29,1,H,49,23,40,64,2020-07-22,22,4,D1,1,Resolución final para la solicitud 100095 del 2013-07-30,1,2013,1,N,S,22,S,1,13.93,20210401,6,7,400,4,24,9,5,DC05,77,NGA,Senior,8
100096,20190,4,15,2,8,62,3,7.8,99,1,P,N,,2019-01-03,8,1996-04-28,2,M,89,66,46,29,2021-10-13,43,17,D2,2,Resolución final para la solicitud 100096 del 2019-01-03,6,2019,1,S,S,488,S,1,6.81,20200302,3,7,83,10,6,13,5,DC05,23,GTM,Menor d...,1
100097,20180,2,8,4,4,40,6,10.57,60,4,D,N,,2018-02-16,45,1960-09-22,2,M,75,62,95,65,2021-05-20,45,84,P1,1,Resolución final para la solicitud 100097 del 2018-02-16,7,2018,1,S,N,372,N,0,9.97,20220813,6,2,222,5,13,7,6,DC06,86,BHR,Adulto,5
100098,20100,4,3,3,10,27,4,9.74,21,5,P,N,,2010-11-02,63,2007-09-02,1,H,427,27,79,18,2023-02-19,19,49,P1,1,Resolución final para la solicitud 100098 del 2010-11-02,3,2010,1,N,S,410,S,1,8.69,20220120,6,2,180,5,29,5,2,DC02,51,AND,Menor d...,1
100099,20220,5,7,5,8,25,4,11.56,95,7,D,N,,2022-07-08,70,1977-07-06,1,H,265,9,96,48,2020-01-02,45,31,D1,1,Resolución final para la solicitud 100099 del 2022-07-08,5,2022,1,S,S,311,S,1,11.41,20230607,6,2,343,6,19,7,2,DC02,37,SLB,Descono...,10
100100,20220,5,9,2,10,47,4,10.27,59,3,A,S,2.0,2022-02-18,25,1988-02-02,1,H,272,67,72,37,2023-09-18,40,99,D1,1,Resolución final para la solicitud 100100 del 2022-02-18,4,2022,1,S,S,292,S,1,8.69,20201229,6,8,342,7,15,13,8,DC08,3,ISL,Joven,2
100101,20140,1,5,3,5,81,3,12.0,59,2,A,S,2.0,2014-11-09,1,1994-09-02,1,H,492,76,49,31,2020-05-24,9,51,A2,2,Resolución final para la solicitud 100101 del 2014-11-09,7,2014,1,N,S,90,S,1,8.18,20230407,7,3,164,2,6,14,2,DC02,58,BGR,Descono...,10
100102,20240,2,4,5,6,76,4,12.49,47,6,A,S,3.0,2024-12-20,97,1998-02-17,2,M,401,92,50,27,2020-01-15,31,14,P1,1,Resolución final para la solicitud 100102 del 2024-12-20,4,2024,1,S,N,350,S,1,12.02,20200503,1,4,253,10,33,13,8,DC08,22,FIN,Senior,8
100103,20190,1,1,3,2,66,1,5.83,31,6,A,S,5.0,2019-11-27,81,2001-05-10,2,M,425,1,22,24,2022-07-27,27,97,P1,1,Resolución final para la solicitud 100103 del 2019-11-27,4,2019,1,S,N,219,N,0,9.06,20210329,3,6,45,1,10,7,7,DC07,6,UKR,Joven,2
100104,20110,1,12,1,7,7,1,8.17,1,2,A,S,2.0,2011-03-25,30,1963-09-09,2,M,248,15,23,62,2021-11-13,48,36,P2,2,Resolución final para la solicitud 100104 del 2011-03-25,5,2011,1,S,N,23,N,0,10.21,20200328,6,8,200,10,22,8,4,DC04,42,SWE,Adulto ...,6
100105,20100,1,8,1,6,54,5,7.32,38,2,A,S,1.0,2010-01-24,96,1962-12-21,2,M,227,99,71,63,2022-11-07,39,36,D1,1,Resolución final para la solicitud 100105 del 2010-01-24,6,2010,1,N,S,414,N,0,6.89,20201227,3,6,280,1,47,5,6,DC06,63,UZB,Joven,2
100106,20140,2,14,4,6,56,5,9.06,48,2,A,S,4.0,2014-06-07,93,1998-11-23,1,H,421,34,100,27,2020-05-10,47,30,D1,1,Resolución final para la solicitud 100106 del 2014-06-07,5,2014,1,N,S,322,N,0,10.54,20201203,7,10,132,7,49,10,8,DC08,4,CUB,Joven a...,3
100107,20140,1,5,5,4,100,3,11.14,82,8,D,N,,2014-10-15,45,1993-08-05,2,M,157,99,91,32,2023-06-15,47,22,A1,1,Resolución final para la solicitud 100107 del 2014-10-15,4,2014,1,N,S,35,S,1,5.32,20220124,7,10,115,9,28,3,6,DC06,10,VCT,Adulto,5
100108,20210,5,14,3,8,53,3,9.68,44,3,P,N,,2021-09-11,1,1995-10-11,1,H,334,11,32,30,2022-09-01,20,65,P2,2,Resolución final para la solicitud 100108 del 2021-09-11,4,2021,1,N,S,173,S,1,6.8,20230917,1,9,110,8,25,5,5,DC05,54,MRT,Senior,8
100109,20150,1,8,1,8,47,4,6.18,30,4,P,N,,2015-05-26,84,2002-03-02,1,H,102,40,24,23,2021-01-03,11,3,P2,2,Resolución final para la solicitud 100109 del 2015-05-26,2,2015,1,S,S,267,N,0,9.35,20220917,1,2,57,4,36,7,2,DC02,87,MWI,Menor d...,1
100110,20160,2,10,3,3,17,6,8.81,38,8,D,N,,2016-10-31,96,1988-11-10,2,M,133,20,89,37,2020-06-03,9,7,P1,1,Resolución final para la solicitud 100110 del 2016-10-31,5,2016,1,S,N,361,S,1,12.29,20200720,7,3,170,3,15,7,8,DC08,67,SVN,Joven a...,3
100111,20240,1,12,2,5,93,1,11.28,25,9,D,N,,2024-07-01,98,1981-08-13,1,H,73,15,45,44,2020-04-01,28,91,P2,2,Resolución final para la solicitud 100111 del 2024-07-01,1,2024,1,N,S,241,S,1,7.49,20230908,8,8,265,7,13,1,9,DC09,57,MLI,Adulto ...,6
100112,20130,1,10,5,4,66,5,8.62,29,1,A,S,5.0,2013-06-17,52,1988-10-22,2,M,124,43,67,37,2023-02-10,24,93,P2,2,Resolución final para la solicitud 100112 del 2013-06-17,3,2013,1,S,N,444,N,0,12.41,20220219,6,2,496,4,12,2,4,DC04,54,MRT,Joven a...,3
100113,20110,1,2,4,4,19,5,11.25,1,4,A,S,1.0,2011-04-04,8,1992-01-18,2,M,301,81,73,33,2021-06-25,4,28,D1,1,Resolución final para la solicitud 100113 del 2011-04-04,3,2011,1,N,N,336,S,1,5.36,20201107,3,6,275,3,44,2,10,DC10,77,NGA,Adulto ...,7
100114,20120,1,5,1,3,35,5,6.14,85,3,P,N,,2012-11-29,76,1972-11-03,1,H,352,64,15,53,2022-07-30,34,85,D1,1,Resolución final para la solicitud 100114 del 2012-11-29,7,2012,1,S,N,65,S,1,6.78,20220908,5,8,55,10,35,4,5,DC05,16,BLR,Adulto ...,6
100115,20210,3,13,5,3,47,2,6.6,20,9,P,N,,2021-08-04,97,1972-10-21,2,M,183,61,50,53,2020-12-07,18,23,P2,2,Resolución final para la solicitud 100115 del 2021-08-04,2,2021,1,S,N,293,N,0,11.91,20221128,7,10,166,5,21,12,8,DC08,39,HUN,Descono...,10
100116,20180,1,8,1,3,55,2,11.5,41,9,D,N,,2018-12-19,35,1977-12-01,1,H,42,58,17,48,2022-12-02,35,7,P2,2,Resolución final para la solicitud 100116 del 2018-12-19,3,2018,1,N,S,222,S,1,9.64,20220415,5,4,448,3,9,5,4,DC04,71,LSO,Adulto ...,4
100117,20160,3,10,1,10,37,1,13.69,54,4,A,S,5.0,2016-05-10,96,2003-09-08,2,M,436,49,85,22,2023-05-30,28,20,A1,1,Resolución final para la solicitud 100117 del 2016-05-10,5,2016,1,N,S,189,S,1,8.34,20221112,8,8,172,3,17,6,1,DC01,75,PRY,Senior,8
100118,20150,3,11,2,9,66,3,9.44,56,2,A,S,2.0,2015-02-22,98,1984-09-11,1,H,268,28,50,41,2021-11-05,37,44,P2,2,Resolución final para la solicitud 100118 del 2015-02-22,6,2015,1,N,N,151,S,1,8.87,20230705,6,2,238,6,29,14,4,DC04,73,GHA,Joven a...,3
100119,20210,4,6,1,5,91,5,7.46,8,6,P,N,,2021-05-21,61,1999-05-14,1,H,22,56,60,26,2020-12-02,36,94,A1,1,Resolución final para la solicitud 100119 del 2021-05-21,4,2021,1,N,N,63,S,1,10.66,20200429,6,1,7,9,11,11,5,DC05,91,QAT,Adulto ...,7
100120,20180,4,4,2,9,43,6,7.42,42,4,A,S,3.0,2018-12-30,51,1993-07-23,1,H,397,31,66,32,2020-01-21,36,2,A1,1,Resolución final para la solicitud 100120 del 2018-12-30,6,2018,1,S,S,419,N,0,7.98,20231209,6,1,322,10,4,1,6,DC06,45,NOR,Adulto ...,4
100121,20180,5,13,3,5,96,6,9.51,30,7,A,S,5.0,2018-11-10,24,2005-10-08,1,H,111,83,100,20,2021-08-21,41,53,D2,2,Resolución final para la solicitud 100121 del 2018-11-10,3,2018,1,S,N,389,N,0,7.96,20220927,5,9,242,9,49,10,9,DC09,98,COL,Adulto ...,4
100122,20160,1,2,1,1,72,3,13.54,80,6,A,S,1.0,2016-01-07,25,1976-07-13,1,H,182,46,14,49,2021-05-08,46,33,P1,1,Resolución final para la solicitud 100122 del 2016-01-07,5,2016,1,N,N,266,S,1,13.99,20230817,5,5,255,2,4,7,4,DC04,51,AND,Menor d...,1
100123,20140,5,10,1,10,47,6,7.83,33,1,D,N,,2014-09-24,92,1962-05-10,1,H,184,41,35,63,2022-01-24,1,33,P2,2,Resolución final para la solicitud 100123 del 2014-09-24,1,2014,1,S,S,11,N,0,12.65,20200814,7,4,99,8,29,5,10,DC10,79,NAM,Joven a...,3
100124,20220,3,1,1,9,77,6,8.82,72,1,D,N,,2022-08-19,26,2007-02-08,1,H,322,70,8,18,2020-10-31,43,51,A2,2,Resolución final para la solicitud 100124 del 2022-08-19,4,2022,1,N,N,399,S,1,7.48,20220903,3,7,204,6,23,10,9,DC09,88,ESP,Adulto ...,7
100125,20200,2,14,4,3,98,1,6.07,38,2,D,N,,2020-05-03,71,1992-04-17,1,H,171,68,38,33,2020-12-30,33,72,P2,2,Resolución final para la solicitud 100125 del 2020-05-03,1,2020,1,N,N,163,N,0,8.77,20210115,7,5,426,8,29,15,5,DC05,95,NLD,Descono...,10
100126,20190,1,5,2,2,46,1,7.56,74,1,P,N,,2019-12-22,87,1966-10-12,1,H,79,98,20,59,2021-04-17,29,83,D2,2,Resolución final para la solicitud 100126 del 2019-12-22,1,2019,1,S,S,327,S,1,6.61,20221110,3,3,21,2,31,11,1,DC01,100,VUT,Adulto ...,4
100127,20180,5,9,1,9,79,6,12.7,78,4,A,S,2.0,2018-03-29,79,2007-03-10,1,H,437,8,60,18,2023-07-30,49,66,D1,1,Resolución final para la solicitud 100127 del 2018-03-29,2,2018,1,S,S,22,S,1,10.74,20200415,6,1,421,9,11,15,5,DC05,18,ZAF,Adulto ...,7
100128,20120,3,10,1,7,29,2,10.5,34,1,A,S,1.0,2012-12-16,90,1990-12-11,1,H,10,70,90,35,2021-02-18,22,77,D1,1,Resolución final para la solicitud 100128 del 2012-12-16,2,2012,1,S,N,192,S,1,7.1,20210531,6,7,190,5,48,3,2,DC02,14,DEU,Joven,2
100129,20180,3,5,1,5,27,5,10.01,1,5,D,N,,2018-03-15,91,1981-10-07,2,M,171,100,98,44,2020-02-19,32,82,D2,2,Resolución final para la solicitud 100129 del 2018-03-15,3,2018,1,N,N,391,N,0,12.5,20220830,1,4,323,5,23,12,1,DC01,47,PRT,Adulto ...,6
100130,20110,2,15,3,2,79,1,13.96,56,1,P,N,,2011-02-20,84,2007-02-28,1,H,113,63,97,18,2021-04-23,10,44,A1,1,Resolución final para la solicitud 100130 del 2011-02-20,5,2011,1,S,N,191,S,1,9.98,20230804,4,5,441,5,33,5,9,DC09,29,ZWE,Joven,2
100131,20120,5,14,4,2,76,6,11.42,3,9,P,N,,2012-12-15,32,1971-02-21,2,M,199,58,27,54,2020-05-24,1,78,A1,1,Resolución final para la solicitud 100131 del 2012-12-15,2,2012,1,N,N,435,N,0,5.32,20200704,7,4,151,8,3,10,1,DC01,94,UGA,Adulto ...,6
100132,20220,4,3,2,1,92,5,8.11,38,5,A,S,3.0,2022-11-21,77,1979-07-26,1,H,38,77,60,46,2020-05-07,26,66,A1,1,Resolución final para la solicitud 100132 del 2022-11-21,4,2022,1,N,N,301,N,0,10.76,20210517,6,1,427,3,28,10,9,DC09,67,SVN,Adulto ...,4
100133,20120,5,2,5,4,3,3,12.17,16,3,D,N,,2012-11-20,87,1989-11-02,1,H,31,99,66,36,2020-10-02,10,98,P1,1,Resolución final para la solicitud 100133 del 2012-11-20,4,2012,1,S,N,477,N,0,8.66,20210214,4,5,300,10,5,9,2,DC02,34,AUS,Adulto,5
100134,20100,3,1,4,4,17,3,8.31,87,10,P,N,,2010-12-27,94,1988-06-25,2,M,8,21,37,37,2023-11-24,10,93,P1,1,Resolución final para la solicitud 100134 del 2010-12-27,5,2010,1,N,S,101,N,0,7.65,20200113,4,5,189,7,24,10,2,DC02,86,BHR,Joven,2
100135,20100,5,4,5,10,22,1,11.05,53,5,A,S,5.0,2010-12-16,9,2000-02-11,1,H,434,47,33,25,2020-07-12,13,16,P2,2,Resolución final para la solicitud 100135 del 2010-12-16,3,2010,1,S,N,205,S,1,11.1,20220829,8,2,396,1,32,15,2,DC02,68,GRC,Adulto ...,4
100136,20200,1,10,4,4,2,1,11.0,83,10,P,N,,2020-10-07,40,1975-05-01,2,M,493,77,65,50,2022-10-17,5,74,D1,1,Resolución final para la solicitud 100136 del 2020-10-07,1,2020,1,N,N,151,S,1,8.71,20230621,5,1,344,1,7,14,10,DC10,79,NAM,Menor d...,1
100137,20180,3,13,1,5,24,6,6.88,12,4,D,N,,2018-02-08,13,1997-01-03,2,M,63,32,28,28,2022-01-31,27,13,D2,2,Resolución final para la solicitud 100137 del 2018-02-08,6,2018,1,N,N,221,S,1,11.94,20230115,3,6,205,4,14,5,1,DC01,30,HND,Descono...,10
100138,20200,3,9,3,4,16,2,12.71,98,10,D,N,,2020-11-23,35,2000-11-04,1,H,410,54,38,25,2020-02-07,5,98,A1,1,Resolución final para la solicitud 100138 del 2020-11-23,4,2020,1,N,N,449,N,0,10.76,20200420,5,1,350,6,47,10,2,DC02,100,VUT,No consta,9
100139,20240,5,2,2,4,63,1,11.99,82,8,D,N,,2024-04-23,73,1981-11-23,2,M,444,31,9,44,2022-02-20,18,44,D1,1,Resolución final para la solicitud 100139 del 2024-04-23,4,2024,1,N,S,199,S,1,5.79,20210611,7,10,423,7,11,3,2,DC02,60,RUS,Senior,8
100140,20200,1,2,4,10,88,3,7.79,48,10,A,S,1.0,2020-03-24,96,1960-07-24,2,M,159,38,84,65,2023-10-01,9,63,P2,2,Resolución final para la solicitud 100140 del 2020-03-24,5,2020,1,N,N,325,N,0,6.54,20201029,7,3,122,7,48,8,3,DC03,5,SWZ,Joven,2
100141,20230,1,7,4,10,5,3,9.48,31,2,D,N,,2023-08-14,53,1969-09-23,2,M,140,60,98,56,2023-09-13,41,78,D2,2,Resolución final para la solicitud 100141 del 2023-08-14,4,2023,1,S,N,374,N,0,13.15,20200113,5,9,316,4,19,1,5,DC05,56,LIE,Descono...,10
100142,20120,5,1,1,3,39,2,8.6,72,10,P,N,,2012-05-26,9,1959-12-12,1,H,373,90,28,66,2023-08-09,6,28,D2,2,Resolución final para la solicitud 100142 del 2012-05-26,1,2012,1,S,S,329,S,1,13.24,20220412,8,3,187,10,1,9,3,DC03,40,TUV,Adulto ...,4
100143,20160,3,14,5,6,55,4,13.75,80,9,P,N,,2016-11-23,90,1959-12-29,1,H,263,94,48,66,2021-02-20,37,58,A2,2,Resolución final para la solicitud 100143 del 2016-11-23,7,2016,1,N,S,386,S,1,8.03,20230706,6,2,492,2,31,5,7,DC07,35,IRQ,Descono...,10
100144,20170,5,1,5,3,22,4,8.05,47,4,P,N,,2017-12-26,25,1981-06-15,1,H,75,66,79,44,2021-05-17,23,65,D2,2,Resolución final para la solicitud 100144 del 2017-12-26,5,2017,1,N,N,480,N,0,10.25,20230402,6,1,318,10,30,8,8,DC08,57,MLI,Joven a...,3
100145,20140,1,6,3,4,63,2,9.26,48,8,D,N,,2014-02-10,65,1972-01-17,2,M,468,1,32,53,2021-05-11,34,90,D1,1,Resolución final para la solicitud 100145 del 2014-02-10,2,2014,1,S,N,110,S,1,6.8,20230820,5,8,157,4,37,11,2,DC02,51,AND,Menor d...,1
100146,20220,4,15,3,10,6,1,9.44,24,2,D,N,,2022-02-26,97,1999-08-25,2,M,98,91,7,26,2020-11-30,33,37,A2,2,Resolución final para la solicitud 100146 del 2022-02-26,5,2022,1,S,N,278,N,0,7.73,20230110,7,5,117,1,41,8,4,DC04,7,AUT,Adulto,5
100147,20220,5,4,2,6,64,3,6.64,58,4,P,N,,2022-04-22,96,1982-08-15,2,M,334,35,22,43,2021-04-05,17,29,D1,1,Resolución final para la solicitud 100147 del 2022-04-22,3,2022,1,N,S,331,S,1,7.34,20230613,6,1,233,9,24,3,6,DC06,64,FSM,Senior,8
100148,20110,5,5,4,9,61,5,6.76,89,9,P,N,,2011-02-06,60,1986-07-17,2,M,125,87,67,39,2023-05-22,8,47,P1,1,Resolución final para la solicitud 100148 del 2011-02-06,2,2011,1,S,S,348,S,1,8.54,20220309,5,1,450,6,40,15,1,DC01,35,IRQ,Adulto ...,4
100149,20240,2,2,4,3,41,6,9.58,71,1,D,N,,2024-12-09,56,1978-04-29,1,H,153,72,46,47,2020-10-25,22,1,D2,2,Resolución final para la solicitud 100149 del 2024-12-09,4,2024,1,S,N,235,N,0,8.86,20221028,6,7,169,9,35,5,4,DC04,71,LSO,Menor d...,1
100150,20160,1,6,5,7,42,3,7.21,74,3,A,S,4.0,2016-06-19,30,1970-02-15,2,M,220,83,67,55,2020-09-30,8,70,D1,1,Resolución final para la solicitud 100150 del 2016-06-19,6,2016,1,S,S,187,S,1,12.88,20230608,5,1,214,6,2,2,1,DC01,49,BIH,Senior,8
100151,20230,2,2,3,3,32,1,8.39,3,8,D,N,,2023-11-15,85,1986-02-04,1,H,74,38,30,39,2023-11-04,22,9,P1,1,Resolución final para la solicitud 100151 del 2023-11-15,1,2023,1,S,N,419,N,0,11.68,20221106,6,7,107,7,28,11,6,DC06,73,GHA,Adulto,5
100152,20240,2,5,2,2,38,2,6.34,56,10,D,N,,2024-11-09,43,2003-09-29,2,M,220,74,43,22,2021-03-10,1,97,A2,2,Resolución final para la solicitud 100152 del 2024-11-09,2,2024,1,S,N,94,N,0,9.51,20210719,7,4,181,2,17,2,5,DC05,36,TUN,Joven,2
100153,20190,3,7,4,5,68,1,7.43,14,7,D,N,,2019-09-15,36,1970-05-12,2,M,114,87,9,55,2021-06-09,6,46,A1,1,Resolución final para la solicitud 100153 del 2019-09-15,3,2019,1,S,S,304,S,1,8.85,20220608,8,3,169,8,21,6,4,DC04,83,BEL,Senior,8
100154,20130,1,8,2,3,76,5,8.29,43,10,D,N,,2013-09-17,47,1979-07-23,2,M,51,71,75,46,2022-12-14,10,57,D1,1,Resolución final para la solicitud 100154 del 2013-09-17,1,2013,1,S,S,133,S,1,12.72,20230125,4,5,286,8,21,3,4,DC04,81,EGY,Adulto ...,6
100155,20150,4,15,5,10,79,1,6.2,95,7,P,N,,2015-09-04,71,2005-04-23,1,H,26,69,82,20,2021-03-19,49,98,D1,1,Resolución final para la solicitud 100155 del 2015-09-04,3,2015,1,N,N,489,N,0,9.57,20230820,6,1,79,7,50,10,3,DC03,25,PHL,Adulto ...,6
100156,20200,5,12,3,2,60,1,11.4,60,3,A,S,2.0,2020-06-17,36,1982-07-05,2,M,307,92,77,43,2020-02-28,40,1,A1,1,Resolución final para la solicitud 100156 del 2020-06-17,7,2020,1,S,N,454,N,0,6.08,20220608,6,8,375,9,25,6,2,DC02,60,RUS,Adulto ...,7
100157,20140,3,10,4,5,11,1,5.78,47,1,A,S,3.0,2014-06-12,31,1996-08-14,1,H,352,83,49,29,2021-08-20,43,77,A1,1,Resolución final para la solicitud 100157 del 2014-06-12,7,2014,1,N,N,4,S,1,6.4,20221224,3,7,12,10,34,3,8,DC08,72,GNB,Joven a...,3
100158,20140,5,13,5,9,14,3,12.92,87,4,D,N,,2014-09-22,76,1989-01-13,1,H,126,19,11,36,2022-11-15,22,79,A2,2,Resolución final para la solicitud 100158 del 2014-09-22,1,2014,1,S,S,147,N,0,5.16,20220517,6,7,27,8,41,8,5,DC05,64,FSM,Menor d...,1
100159,20240,1,6,2,2,27,5,5.07,54,4,P,N,,2024-05-08,95,1967-06-02,2,M,440,39,66,58,2023-02-09,31,46,D1,1,Resolución final para la solicitud 100159 del 2024-05-08,6,2024,1,N,N,59,N,0,9.19,20220214,1,4,130,2,20,11,8,DC08,96,SVK,Descono...,10
100160,20230,2,15,3,9,36,2,5.61,71,10,D,N,,2023-09-22,100,1972-03-28,1,H,356,92,33,53,2022-07-20,33,37,A1,1,Resolución final para la solicitud 100160 del 2023-09-22,5,2023,1,S,S,22,N,0,11.51,20210325,7,5,334,4,50,12,4,DC04,73,GHA,No consta,9
100161,20190,4,1,1,9,54,6,6.77,84,6,P,N,,2019-02-22,1,1978-06-04,1,H,484,27,21,47,2023-05-07,32,95,P2,2,Resolución final para la solicitud 100161 del 2019-02-22,5,2019,1,N,N,19,N,0,6.61,20221223,1,4,112,5,3,10,10,DC10,94,UGA,Adulto ...,7
100162,20230,4,11,1,4,74,1,6.55,72,6,D,N,,2023-03-18,71,1990-09-06,1,H,132,6,16,35,2020-04-14,24,19,A1,1,Resolución final para la solicitud 100162 del 2023-03-18,7,2023,1,S,N,79,N,0,6.73,20220410,6,2,142,1,43,9,6,DC06,100,VUT,No consta,9
100163,20220,1,3,3,5,93,3,11.17,8,10,P,N,,2022-06-22,20,1985-05-10,2,M,283,48,38,40,2021-10-13,38,69,A1,1,Resolución final para la solicitud 100163 del 2022-06-22,5,2022,1,N,N,454,S,1,5.42,20201010,8,7,455,5,8,9,2,DC02,7,AUT,Adulto ...,6
