ID_CURSO_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_EST_PROPIO_NK,ID_EXPEDIENTE_EST_PROPIO,ID_PERSONA_NIP_NK,ID_PERSONA,ID_ESTUDIO_PROPIO_NK,ID_ESTUDIO_PROPIO_EDICION_NK,ID_ESTUDIO_PROPIO,ID_ESTUDIO_PROPIO_TIPO_NK,ID_ESTUDIO_PROPIO_TIPO,ID_ESTUDIO_PROPIO_MODALIDAD_NK,ID_ESTUDIO_PROPIO_MODALIDAD,TOTAL_CREDITOS_EP,NUMERO_CURSOS_EP,ID_CENTRO_DEPT_GESTION_EP_NK,ID_CENTRO_DEPT_GESTION_EP,ID_RAMA_CONOCIMIENTO_EP_NK,ID_RAMA_ESTUDIO_PROPIO,ANO_ACAD_APERTURA,CREDITOS_MATRICULADOS,FECHA_MATRICULA,ID_FECHA_MATRICULA,FLG_NUEVO_INGRESO,SN_NUEVO_INGRESO,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_PAIS_NACIONALIDAD,ID_PAIS_NACIONALIDAD_NK,DOCUMENTO_IDENTIDAD,FECHA_NACIMIENTO,ID_PAIS_PROCEDENCIA,ID_PAIS_PROCEDENCIA_NK,ID_POBLACION_FAMILIAR,COD_POSTAL_FAMILIAR,ID_POBLACION_CURSO,ID_PAIS_CURSO,COD_POSTAL_CURSO,SEXO,ID_SEXO,EDAD,FECHA_CARGA,ID_FECHA_CARGA,ID_ORGANO_PROPONENTE_EP_NK,ID_ORGANO_PROPONENTE_EP,EDAD_EST,ID_EDAD_EST
2017,20170,30074,30074,15060409,61,1700,6,17,EP01,1,MOD02,2,111,3,1000,10,2,3,2015,109.8,2024-11-23 18:13:49.468726,20241123,1,S,1,S,32,THA,34266179C,1958-03-27 18:13:49.468726,13,MCO,67,37920,183,8,48770,H,1,67,2025-06-03 18:13:49.468726,20250603,OG003,3,NC,9
2018,20180,30075,30075,92981826,16,2100,9,21,EP03,3,MOD01,1,45,2,2900,29,1,3,2017,36.0,2024-06-27 18:13:49.478719,20240627,1,S,1,S,18,ZAF,24628733B,1959-01-28 18:13:49.478719,21,VNM,18,14518,125,8,25702,H,1,66,2025-06-03 18:13:49.479723,20250603,OG007,7,41-50,6
2011,20110,30076,30076,62059365,91,100,10,1,EP01,1,MOD03,3,72,3,4100,41,2,1,2011,13.7,2025-02-21 18:13:49.489331,20250221,1,S,1,S,76,COM,48126042Z,1993-06-12 18:13:49.489331,31,MUS,176,22245,25,8,41428,M,2,31,2025-06-03 18:13:49.489331,20250603,OG003,3,16-18,1
2018,20180,30077,30077,10482769,59,800,2,8,EP02,2,MOD04,4,64,4,1500,15,1,3,2014,61.7,2024-12-21 18:13:49.499118,20241221,1,S,1,S,32,THA,93982807T,1980-03-04 18:13:49.499118,99,KWT,459,02877,172,8,47845,H,1,45,2025-06-03 18:13:49.499118,20250603,OG002,2,16-18,1
2022,20220,30078,30078,29314711,49,1400,8,14,EP06,6,MOD02,2,102,1,1600,16,1,5,2020,64.5,2025-03-31 18:13:49.509236,20250331,0,N,1,S,17,URY,88610158J,1964-01-18 18:13:49.509236,14,DEU,467,35755,243,13,03696,H,1,61,2025-06-03 18:13:49.509236,20250603,OG002,2,16-18,1
2022,20220,30079,30079,69839059,71,1100,3,11,EP05,5,MOD05,5,71,1,1600,16,4,3,2017,16.4,2025-02-01 18:13:49.519616,20250201,0,N,1,S,64,FSM,28258673E,1983-07-02 18:13:49.519616,55,SMR,179,20363,198,8,50113,H,1,41,2025-06-03 18:13:49.519616,20250603,OG002,2,>65,8
2022,20220,30080,30080,53143336,96,1500,6,15,EP05,5,MOD02,2,72,1,4200,42,4,3,2017,60.0,2025-05-15 18:13:49.530543,20250515,1,S,1,S,77,NGA,37454589D,1966-10-04 18:13:49.530543,92,ERI,288,12452,289,31,10485,M,2,58,2025-06-03 18:13:49.530543,20250603,OG008,8,19-21,2
2013,20130,30081,30081,29246218,99,900,10,9,EP05,5,MOD05,5,57,3,1300,13,5,4,2011,18.5,2024-09-02 18:13:49.539596,20240902,1,S,1,S,56,LIE,24241541R,1966-03-15 18:13:49.539596,31,MUS,490,02225,80,8,35845,M,2,59,2025-06-03 18:13:49.539596,20250603,OG002,2,26-30,4
2021,20210,30082,30082,82493631,34,2300,3,23,EP05,5,MOD04,4,120,1,4300,43,5,3,2021,104.8,2024-11-15 18:13:49.548593,20241115,1,S,1,S,24,BLZ,18233984K,1958-02-14 18:13:49.548593,33,LBR,339,26891,89,8,25823,M,2,67,2025-06-03 18:13:49.548593,20250603,OG006,6,NC,9
2018,20180,30083,30083,75000490,90,1300,3,13,EP02,2,MOD03,3,107,3,3800,38,5,1,2014,58.0,2025-02-06 18:13:49.556606,20250206,0,N,1,S,27,SLV,49825449C,1995-10-16 18:13:49.556606,71,LSO,289,45856,176,8,46797,H,1,29,2025-06-03 18:13:49.557608,20250603,OG006,6,NC,9
2013,20130,30084,30084,12205980,79,2500,4,25,EP02,2,MOD04,4,45,4,4600,46,4,5,2009,43.3,2025-02-19 18:13:49.566598,20250219,1,S,1,S,96,SVK,69296627L,1990-09-10 18:13:49.566598,78,GNQ,60,17941,315,34,28763,H,1,34,2025-06-03 18:13:49.566598,20250603,OG001,1,>65,8
2017,20170,30085,30085,60858653,83,800,2,8,EP01,1,MOD05,5,18,1,3000,30,3,1,2015,13.6,2025-01-30 18:13:49.574598,20250130,0,N,1,S,55,SMR,77219034F,1998-12-23 18:13:49.574598,72,GNB,390,19944,351,17,34281,M,2,26,2025-06-03 18:13:49.574598,20250603,OG006,6,22-25,3
2016,20160,30086,30086,27133023,65,2400,5,24,EP03,3,MOD03,3,97,4,2800,28,3,1,2014,57.9,2024-10-07 18:13:49.583592,20241007,1,S,1,S,45,NOR,14388899F,1975-08-17 18:13:49.583592,97,GAB,231,10847,336,84,31893,M,2,49,2025-06-03 18:13:49.583592,20250603,OG001,1,26-30,4
2017,20170,30087,30087,15867870,20,1600,6,16,EP02,2,MOD04,4,62,1,1700,17,1,3,2014,20.0,2025-03-27 18:13:49.592607,20250327,1,S,1,S,45,NOR,99013983H,1976-04-26 18:13:49.592607,40,TUV,267,10292,412,78,32640,M,2,49,2025-06-03 18:13:49.592607,20250603,OG004,4,31-40,5
2022,20220,30088,30088,55813853,43,1900,7,19,EP06,6,MOD02,2,20,4,5000,50,2,5,2022,16.7,2024-10-03 18:13:49.601599,20241003,1,S,1,S,55,SMR,63159996H,1977-01-09 18:13:49.601599,36,TUN,26,01781,215,32,31470,M,2,48,2025-06-03 18:13:49.601599,20250603,OG005,5,>65,8
2024,20240,30089,30089,15867870,20,2900,10,29,EP05,5,MOD04,4,42,4,3400,34,2,5,2019,20.8,2024-08-13 18:13:49.611610,20240813,0,N,1,S,75,PRY,99013983H,1971-02-27 18:13:49.611610,72,GNB,271,43640,192,8,30571,M,2,54,2025-06-03 18:13:49.611610,20250603,OG002,2,22-25,3
2013,20130,30090,30090,72029307,67,2200,7,22,EP01,1,MOD05,5,108,2,4400,44,2,3,2012,90.9,2025-02-26 18:13:49.621610,20250226,0,N,1,S,79,NAM,50714611W,1973-08-04 18:13:49.621610,23,GTM,138,24715,93,8,26224,H,1,51,2025-06-03 18:13:49.621610,20250603,OG001,1,NC,9
2020,20200,30091,30091,35002007,2,2300,3,23,EP02,2,MOD03,3,64,2,4500,45,2,3,2017,57.4,2025-01-16 18:13:49.632599,20250116,1,S,1,S,11,GIN,67908740K,1993-10-08 18:13:49.632599,50,NZL,431,46252,361,16,18059,H,1,31,2025-06-03 18:13:49.632599,20250603,OG003,3,26-30,4
2014,20140,30092,30092,89628735,19,3000,5,30,EP05,5,MOD05,5,49,1,3900,39,2,1,2012,33.1,2025-03-25 18:13:49.642602,20250325,0,N,1,S,35,IRQ,75183046W,1960-06-25 18:13:49.642602,52,EST,248,42803,321,97,37268,H,1,64,2025-06-03 18:13:49.642602,20250603,OG006,6,>65,8
2024,20240,30093,30093,76866717,66,2700,3,27,EP04,4,MOD02,2,35,3,900,9,1,5,2022,14.7,2024-09-11 18:13:49.651603,20240911,0,N,1,S,91,QAT,37567982N,2000-02-03 18:13:49.651603,56,LIE,70,15565,165,8,32953,M,2,25,2025-06-03 18:13:49.651603,20250603,OG003,3,26-30,4
2024,20240,30094,30094,91313946,51,400,4,4,EP05,5,MOD02,2,86,1,2300,23,1,2,2020,13.1,2024-11-28 18:13:49.660957,20241128,0,N,1,S,80,ETH,61839826W,1988-08-21 18:13:49.660957,34,AUS,424,26403,343,55,46884,H,1,36,2025-06-03 18:13:49.660957,20250603,OG005,5,DESC,10
2010,20100,30095,30095,91307681,74,1100,3,11,EP06,6,MOD01,1,68,4,600,6,3,4,2005,40.9,2024-07-29 18:13:49.669736,20240729,0,N,1,S,72,GNB,19182553R,1997-04-21 18:13:49.669736,98,COL,234,27954,141,8,05527,M,2,28,2025-06-03 18:13:49.669736,20250603,OG007,7,31-40,5
2019,20190,30096,30096,79968863,52,2600,9,26,EP06,6,MOD03,3,76,1,4100,41,3,4,2017,71.6,2024-07-08 18:13:49.678750,20240708,0,N,1,S,48,ATG,22444721X,1996-06-13 18:13:49.678750,76,COM,86,05434,299,76,34215,M,2,28,2025-06-03 18:13:49.678750,20250603,OG007,7,19-21,2
2014,20140,30097,30097,10988446,53,700,5,7,EP06,6,MOD01,1,63,3,700,7,2,3,2013,21.6,2025-04-22 18:13:49.687780,20250422,1,S,1,S,32,THA,26464715H,1993-08-22 18:13:49.687780,97,GAB,33,20853,484,11,18572,M,2,31,2025-06-03 18:13:49.687780,20250603,OG006,6,41-50,6
2010,20100,30098,30098,17927298,37,900,10,9,EP06,6,MOD02,2,63,3,3400,34,2,3,2006,43.1,2025-03-16 18:13:49.695794,20250316,1,S,1,S,88,ESP,68700217E,1976-11-30 18:13:49.695794,100,VUT,214,50975,352,13,25634,H,1,48,2025-06-03 18:13:49.695794,20250603,OG005,5,26-30,4
2011,20110,30099,30099,916723,1,2400,5,24,EP05,5,MOD03,3,82,3,900,9,5,1,2010,26.0,2024-07-10 18:13:49.704794,20240710,0,N,1,S,3,ISL,71870728Y,1965-09-13 18:13:49.704794,93,CHL,6,48791,305,90,45519,H,1,59,2025-06-03 18:13:49.704794,20250603,OG004,4,DESC,10
2023,20230,30100,30100,60858653,83,2400,5,24,EP02,2,MOD04,4,99,2,4600,46,4,4,2021,43.9,2024-09-10 18:13:49.713778,20240910,1,S,1,S,68,GRC,77219034F,1965-10-22 18:13:49.713778,98,COL,351,31283,20,8,51209,M,2,59,2025-06-03 18:13:49.713778,20250603,OG008,8,DESC,10
2011,20110,30101,30101,48557943,58,2900,10,29,EP03,3,MOD03,3,35,2,100,1,1,2,2007,22.1,2024-12-07 18:13:49.722794,20241207,0,N,1,S,39,HUN,93564651F,1978-03-13 18:13:49.722794,45,NOR,479,10348,493,31,10746,H,1,47,2025-06-03 18:13:49.722794,20250603,OG006,6,19-21,2
2018,20180,30102,30102,97023650,10,1800,8,18,EP05,5,MOD05,5,69,1,4300,43,1,3,2018,13.7,2024-07-31 18:13:49.735796,20240731,1,S,1,S,95,NLD,33119079E,1972-11-21 18:13:49.735796,88,ESP,383,52365,394,38,05679,H,1,52,2025-06-03 18:13:49.735796,20250603,OG003,3,41-50,6
2021,20210,30103,30103,50147077,42,800,2,8,EP02,2,MOD03,3,117,4,4800,48,3,2,2020,17.2,2024-11-27 18:13:49.744796,20241127,0,N,1,S,97,GAB,56218501S,1987-01-09 18:13:49.744796,68,GRC,264,17197,1,8,45270,H,1,38,2025-06-03 18:13:49.744796,20250603,OG005,5,DESC,10
2011,20110,30104,30104,92649206,29,1700,6,17,EP01,1,MOD02,2,79,1,2400,24,4,4,2008,71.5,2024-10-17 18:13:49.753794,20241017,0,N,1,S,66,CAF,72808010S,1967-07-21 18:13:49.753794,15,CAN,283,47077,148,8,08417,H,1,57,2025-06-03 18:13:49.753794,20250603,OG002,2,16-18,1
2016,20160,30105,30105,17927298,37,2300,3,23,EP05,5,MOD05,5,99,1,600,6,2,2,2015,32.3,2024-12-14 18:13:49.762818,20241214,1,S,1,S,20,TGO,68700217E,1985-12-27 18:13:49.762818,50,NZL,205,12333,91,8,36339,H,1,39,2025-06-03 18:13:49.762818,20250603,OG005,5,19-21,2
2018,20180,30106,30106,53143336,96,2600,9,26,EP05,5,MOD02,2,16,2,700,7,5,3,2016,13.5,2025-04-06 18:13:49.771818,20250406,1,S,1,S,68,GRC,37454589D,1977-05-26 18:13:49.771818,16,BLR,483,20695,224,20,11771,M,2,48,2025-06-03 18:13:49.771818,20250603,OG005,5,41-50,6
2017,20170,30107,30107,94457890,57,900,10,9,EP01,1,MOD03,3,24,2,4000,40,5,2,2016,14.3,2024-10-18 18:13:49.780823,20241018,1,S,1,S,46,MDV,37526547T,1989-05-19 18:13:49.780823,17,URY,384,43017,417,29,39663,H,1,36,2025-06-03 18:13:49.780823,20250603,OG004,4,16-18,1
2011,20110,30108,30108,75721444,60,2500,4,25,EP01,1,MOD02,2,30,2,2500,25,1,2,2007,26.6,2024-07-27 18:13:49.789804,20240727,0,N,1,S,8,HTI,37416724W,1999-10-16 18:13:49.789804,3,ISL,497,09402,441,46,11639,M,2,25,2025-06-03 18:13:49.789804,20250603,OG004,4,22-25,3
2022,20220,30109,30109,75686878,88,200,6,2,EP04,4,MOD02,2,17,3,900,9,2,2,2018,16.8,2024-11-17 18:13:49.798805,20241117,1,S,1,S,9,ARG,13395962A,1972-09-10 18:13:49.798805,85,NER,145,09220,428,47,22961,H,1,52,2025-06-03 18:13:49.798805,20250603,OG007,7,31-40,5
2019,20190,30110,30110,62059365,91,900,10,9,EP05,5,MOD05,5,44,4,900,9,3,5,2015,41.3,2025-01-25 18:13:49.807808,20250125,1,S,1,S,8,HTI,48126042Z,1970-09-15 18:13:49.807808,26,MNG,22,44833,363,77,12721,M,2,54,2025-06-03 18:13:49.807808,20250603,OG007,7,51-65,7
2016,20160,30111,30111,91313946,51,600,9,6,EP06,6,MOD05,5,47,2,2800,28,5,4,2015,10.0,2024-11-11 18:13:49.816808,20241111,1,S,1,S,8,HTI,61839826W,1986-07-23 18:13:49.816808,2,COG,46,46646,409,29,44539,H,1,38,2025-06-03 18:13:49.816808,20250603,OG008,8,26-30,4
2012,20120,30112,30112,76890296,11,2800,9,28,EP05,5,MOD02,2,114,4,900,9,5,2,2010,43.5,2025-03-05 18:13:49.826808,20250305,1,S,1,S,94,UGA,03067383B,1976-04-25 18:13:49.826808,95,NLD,438,28999,469,14,49468,M,2,49,2025-06-03 18:13:49.826808,20250603,OG006,6,41-50,6
2019,20190,30113,30113,12205980,79,2800,9,28,EP06,6,MOD04,4,37,1,2300,23,3,5,2016,35.2,2025-06-02 18:13:49.835818,20250602,0,N,1,S,46,MDV,69296627L,1998-10-16 18:13:49.835818,77,NGA,285,28234,438,97,44031,H,1,26,2025-06-03 18:13:49.835818,20250603,OG006,6,19-21,2
2013,20130,30114,30114,61066203,40,3000,5,30,EP01,1,MOD05,5,50,4,600,6,5,5,2012,18.0,2024-06-30 18:13:49.844817,20240630,1,S,1,S,96,SVK,02503926P,1977-11-02 18:13:49.844817,13,MCO,322,29341,453,66,26526,M,2,47,2025-06-03 18:13:49.844817,20250603,OG001,1,31-40,5
2014,20140,30115,30115,63193474,46,2000,1,20,EP04,4,MOD02,2,59,2,3500,35,2,2,2011,27.8,2025-04-17 18:13:49.853822,20250417,1,S,1,S,38,PAK,31142626M,1966-04-28 18:13:49.853822,9,ARG,131,42368,317,14,46130,H,1,59,2025-06-03 18:13:49.853822,20250603,OG001,1,16-18,1
2010,20100,30116,30116,12205980,79,2200,7,22,EP06,6,MOD01,1,87,4,800,8,5,1,2005,76.1,2025-01-22 18:13:49.862798,20250122,1,S,1,S,4,CUB,69296627L,2001-07-03 18:13:49.862798,18,ZAF,254,37715,265,36,28032,H,1,23,2025-06-03 18:13:49.862798,20250603,OG006,6,51-65,7
2020,20200,30117,30117,27133023,65,2400,5,24,EP03,3,MOD04,4,40,4,200,2,1,4,2019,26.4,2024-11-09 18:13:49.872798,20241109,1,S,1,S,26,MNG,14388899F,1963-06-27 18:13:49.872798,35,IRQ,112,06467,493,31,37293,M,2,61,2025-06-03 18:13:49.872798,20250603,OG007,7,>65,8
2011,20110,30118,30118,94212889,44,300,10,3,EP06,6,MOD03,3,43,2,200,2,2,1,2008,28.5,2024-07-22 18:13:49.881804,20240722,1,S,1,S,39,HUN,50477358V,1983-11-09 18:13:49.881804,31,MUS,8,29206,461,59,27495,M,2,41,2025-06-03 18:13:49.881804,20250603,OG008,8,26-30,4
2018,20180,30119,30119,67845324,64,2600,9,26,EP02,2,MOD04,4,74,2,3300,33,1,2,2015,66.3,2025-01-22 18:13:49.890396,20250122,1,S,1,S,38,PAK,90965610N,1968-07-08 18:13:49.890396,33,LBR,3,06999,61,8,46836,H,1,56,2025-06-03 18:13:49.890396,20250603,OG005,5,22-25,3
2015,20150,30120,30120,94457890,57,1300,3,13,EP06,6,MOD03,3,52,3,2900,29,1,5,2015,11.9,2025-02-15 18:13:49.900399,20250215,1,S,0,N,1,ESP,37526547T,1967-01-21 18:13:49.900399,19,CMR,28,25331,359,1,05660,H,1,58,2025-06-03 18:13:49.900399,20250603,OG007,7,>65,8
2015,20150,30121,30121,10988446,53,1900,7,19,EP04,4,MOD01,1,66,3,3400,34,4,5,2011,29.4,2025-05-03 18:13:49.909400,20250503,1,S,1,S,7,AUT,26464715H,1981-01-15 18:13:49.909400,53,KGZ,214,51403,441,46,35516,M,2,44,2025-06-03 18:13:49.909400,20250603,OG004,4,19-21,2
2017,20170,30122,30122,70890196,56,1600,6,16,EP06,6,MOD02,2,82,3,2500,25,2,3,2017,46.0,2025-04-02 18:13:49.919399,20250402,1,S,1,S,48,ATG,75692459B,2001-12-21 18:13:49.919399,70,BRN,380,02717,98,8,33071,H,1,23,2025-06-03 18:13:49.919399,20250603,OG008,8,41-50,6
2016,20160,30123,30123,68501420,80,2600,9,26,EP01,1,MOD04,4,68,2,3000,30,2,4,2012,13.1,2024-12-27 18:13:49.927396,20241227,0,N,1,S,27,SLV,82827422Y,1979-04-09 18:13:49.928402,98,COL,101,01847,320,13,15245,H,1,46,2025-06-03 18:13:49.928402,20250603,OG004,4,22-25,3
2014,20140,30124,30124,29314711,49,1800,8,18,EP02,2,MOD02,2,12,3,4200,42,1,5,2012,11.0,2025-02-18 18:13:49.937400,20250218,1,S,1,S,66,CAF,88610158J,1986-12-10 18:13:49.937400,32,THA,50,27543,302,38,31333,H,1,38,2025-06-03 18:13:49.938412,20250603,OG004,4,NC,9
2024,20240,30125,30125,81300905,41,1800,8,18,EP06,6,MOD05,5,35,3,2500,25,4,2,2019,16.0,2024-11-23 18:13:49.947405,20241123,0,N,1,S,56,LIE,14293968C,1998-03-26 18:13:49.947405,15,CAN,473,37941,348,48,01954,H,1,27,2025-06-03 18:13:49.947405,20250603,OG003,3,>65,8
2017,20170,30126,30126,81300905,41,700,5,7,EP01,1,MOD02,2,48,2,4200,42,1,4,2017,44.2,2025-02-21 18:13:49.956406,20250221,0,N,1,S,71,LSO,14293968C,1992-04-02 18:13:49.956406,70,BRN,396,49141,421,30,26817,H,1,33,2025-06-03 18:13:49.956406,20250603,OG006,6,26-30,4
2017,20170,30127,30127,91307681,74,1300,3,13,EP04,4,MOD04,4,91,1,2800,28,4,2,2014,24.2,2024-12-13 18:13:49.966411,20241213,1,S,1,S,91,QAT,19182553R,1980-11-02 18:13:49.966411,58,BGR,406,52638,317,14,07372,M,2,44,2025-06-03 18:13:49.966411,20250603,OG008,8,41-50,6
2013,20130,30128,30128,33214247,50,100,10,1,EP05,5,MOD05,5,30,2,2200,22,4,2,2012,15.9,2024-06-17 18:13:49.975415,20240617,0,N,1,S,2,COG,19956046G,1965-08-01 18:13:49.975415,55,SMR,95,02936,350,9,18860,M,2,59,2025-06-03 18:13:49.975415,20250603,OG001,1,41-50,6
2014,20140,30129,30129,92083242,25,200,6,2,EP04,4,MOD02,2,109,3,4200,42,3,4,2013,59.5,2024-07-09 18:13:49.984417,20240709,0,N,1,S,25,PHL,56093204E,1980-01-20 18:13:49.984417,59,BRA,140,32424,70,8,28542,H,1,45,2025-06-03 18:13:49.984417,20250603,OG005,5,>65,8
2011,20110,30130,30130,91307681,74,1200,7,12,EP02,2,MOD01,1,93,1,2000,20,3,3,2006,75.1,2024-10-16 18:13:49.993417,20241016,0,N,1,S,23,GTM,19182553R,1971-01-14 18:13:49.993417,39,HUN,165,06639,352,13,16531,M,2,54,2025-06-03 18:13:49.993417,20250603,OG002,2,41-50,6
2018,20180,30131,30131,41361818,93,2100,9,21,EP03,3,MOD02,2,45,4,2400,24,2,2,2014,13.7,2025-01-21 18:13:50.001416,20250121,1,S,1,S,26,MNG,94667116J,2000-08-05 18:13:50.001416,94,UGA,281,20388,50,8,52692,H,1,24,2025-06-03 18:13:50.002410,20250603,OG006,6,NC,9
2020,20200,30132,30132,87735896,14,2200,7,22,EP06,6,MOD05,5,109,1,4900,49,3,4,2020,107.9,2024-07-15 18:13:50.010407,20240715,1,S,1,S,57,MLI,44089268Q,1990-10-23 18:13:50.010407,51,AND,490,36850,372,56,18906,M,2,34,2025-06-03 18:13:50.010407,20250603,OG006,6,26-30,4
2024,20240,30133,30133,10482769,59,1200,7,12,EP06,6,MOD04,4,113,1,4700,47,5,2,2023,53.5,2024-12-30 18:13:50.020409,20241230,0,N,1,S,82,PAN,93982807T,1980-11-18 18:13:50.020409,19,CMR,118,03047,76,8,33485,H,1,44,2025-06-03 18:13:50.020409,20250603,OG008,8,26-30,4
2023,20230,30134,30134,94457890,57,500,3,5,EP04,4,MOD01,1,99,2,4500,45,1,3,2019,66.9,2024-08-08 18:13:50.029410,20240808,0,N,1,S,21,VNM,37526547T,1976-08-15 18:13:50.029410,80,ETH,438,20125,134,8,07839,H,1,48,2025-06-03 18:13:50.029410,20250603,OG001,1,26-30,4
2022,20220,30135,30135,29246218,99,500,3,5,EP03,3,MOD04,4,100,1,200,2,1,3,2018,38.1,2024-11-07 18:13:50.038407,20241107,1,S,1,S,17,URY,24241541R,1977-05-10 18:13:50.038407,96,SVK,159,37139,386,34,39253,M,2,48,2025-06-03 18:13:50.038407,20250603,OG003,3,19-21,2
2013,20130,30136,30136,20560218,39,2700,3,27,EP03,3,MOD02,2,57,1,2300,23,2,5,2011,49.4,2024-09-03 18:13:50.047409,20240903,0,N,1,S,21,VNM,97401489P,1983-09-15 18:13:50.047409,63,UZB,53,04762,71,8,32537,H,1,41,2025-06-03 18:13:50.047409,20250603,OG002,2,16-18,1
2021,20210,30137,30137,60858653,83,2400,5,24,EP01,1,MOD03,3,115,3,2800,28,2,4,2020,108.9,2025-04-15 18:13:50.056458,20250415,1,S,1,S,46,MDV,77219034F,1957-07-27 18:13:50.056458,42,SWE,343,04764,30,8,45798,M,2,67,2025-06-03 18:13:50.056458,20250603,OG001,1,31-40,5
2013,20130,30138,30138,48258264,15,800,2,8,EP01,1,MOD04,4,41,4,4900,49,3,3,2009,19.8,2024-06-30 18:13:50.065429,20240630,0,N,1,S,44,YEM,70568566N,1986-09-14 18:13:50.065429,89,KEN,423,04215,36,8,26076,M,2,38,2025-06-03 18:13:50.065429,20250603,OG005,5,DESC,10
2019,20190,30139,30139,75721444,60,1700,6,17,EP04,4,MOD03,3,42,1,4400,44,2,4,2018,17.7,2025-03-22 18:13:50.074430,20250322,1,S,1,S,44,YEM,37416724W,1972-09-28 18:13:50.074430,46,MDV,28,31775,190,8,29952,M,2,52,2025-06-03 18:13:50.074430,20250603,OG008,8,51-65,7
2015,20150,30140,30140,41178850,22,2300,3,23,EP01,1,MOD05,5,74,2,1300,13,1,4,2010,68.3,2025-01-29 18:13:50.083426,20250129,0,N,1,S,16,BLR,73936385X,1974-08-12 18:13:50.083426,78,GNQ,364,27871,74,8,29313,H,1,50,2025-06-03 18:13:50.083426,20250603,OG003,3,51-65,7
2010,20100,30141,30141,41178850,22,2400,5,24,EP05,5,MOD01,1,80,2,700,7,3,2,2010,51.5,2024-12-03 18:13:50.092027,20241203,0,N,1,S,57,MLI,73936385X,1996-09-01 18:13:50.092027,96,SVK,374,13642,436,33,47895,H,1,28,2025-06-03 18:13:50.092027,20250603,OG004,4,41-50,6
2017,20170,30142,30142,31611127,4,1700,6,17,EP01,1,MOD01,1,67,2,4800,48,1,5,2015,50.1,2024-08-10 18:13:50.101034,20240810,1,S,1,S,58,BGR,51801704T,1998-03-16 18:13:50.101034,83,BEL,28,24213,54,8,06363,H,1,27,2025-06-03 18:13:50.101034,20250603,OG004,4,51-65,7
2012,20120,30143,30143,41178850,22,1100,3,11,EP02,2,MOD05,5,111,2,2700,27,4,2,2010,42.1,2024-12-13 18:13:50.110044,20241213,1,S,1,S,100,VUT,73936385X,1967-12-16 18:13:50.110044,40,TUV,97,30420,175,8,47891,H,1,57,2025-06-03 18:13:50.110044,20250603,OG003,3,31-40,5
2011,20110,30144,30144,91307681,74,3000,5,30,EP02,2,MOD04,4,106,1,1000,10,4,2,2009,103.5,2025-03-11 18:13:50.119044,20250311,1,S,1,S,4,CUB,19182553R,1966-10-22 18:13:50.119044,52,EST,420,18085,488,22,35553,M,2,58,2025-06-03 18:13:50.119044,20250603,OG003,3,>65,8
2015,20150,30145,30145,75000490,90,2200,7,22,EP06,6,MOD04,4,97,1,2900,29,2,2,2010,88.2,2024-11-22 18:13:50.127045,20241122,1,S,1,S,14,DEU,49825449C,1964-01-03 18:13:50.127045,18,ZAF,162,31877,353,83,06675,H,1,61,2025-06-03 18:13:50.127045,20250603,OG006,6,16-18,1
2013,20130,30146,30146,94212889,44,1100,3,11,EP02,2,MOD03,3,106,3,1900,19,1,5,2012,101.6,2025-03-04 18:13:50.136044,20250304,0,N,1,S,27,SLV,50477358V,1977-04-28 18:13:50.136044,15,CAN,244,28749,381,100,44831,M,2,48,2025-06-03 18:13:50.136044,20250603,OG006,6,19-21,2
2023,20230,30147,30147,17927298,37,300,10,3,EP05,5,MOD01,1,12,4,2200,22,1,2,2023,10.7,2025-02-27 18:13:50.145045,20250227,1,S,1,S,39,HUN,68700217E,1997-01-17 18:13:50.145045,68,GRC,250,14039,54,8,03362,H,1,28,2025-06-03 18:13:50.145045,20250603,OG004,4,26-30,4
2019,20190,30148,30148,404729,98,1600,6,16,EP02,2,MOD03,3,70,3,100,1,4,5,2019,69.6,2024-06-11 18:13:50.154034,20240611,0,N,1,S,92,ERI,01277063B,1998-01-18 18:13:50.154034,78,GNQ,2,15766,85,8,41489,H,1,27,2025-06-03 18:13:50.154034,20250603,OG006,6,31-40,5
2015,20150,30149,30149,41178850,22,500,3,5,EP01,1,MOD01,1,57,1,4600,46,4,5,2011,38.2,2024-11-30 18:13:50.163044,20241130,1,S,1,S,23,GTM,73936385X,1984-02-25 18:13:50.163044,29,ZWE,371,43767,357,28,01889,H,1,41,2025-06-03 18:13:50.163044,20250603,OG003,3,31-40,5
2024,20240,30150,30150,29314711,49,2300,3,23,EP04,4,MOD01,1,64,2,2000,20,4,1,2022,41.5,2025-01-20 18:13:50.172045,20250120,1,S,1,S,84,BWA,88610158J,1991-12-26 18:13:50.172045,95,NLD,456,08445,225,41,39728,H,1,33,2025-06-03 18:13:50.172045,20250603,OG004,4,51-65,7
2020,20200,30151,30151,44039203,70,1800,8,18,EP01,1,MOD05,5,83,3,4100,41,3,4,2015,61.4,2025-02-05 18:13:50.181035,20250205,1,S,1,S,72,GNB,01051238T,1983-01-13 18:13:50.181035,7,AUT,436,46687,130,8,14602,H,1,42,2025-06-03 18:13:50.181035,20250603,OG004,4,51-65,7
