ID_CURSO_ACADEMICO,ID_PLAN_ESTUDIO,ID_TIPO_ESTUDIO,ID_CENTRO,ID_TIPO_ACCESO,ID_ESTUDIO_PREVIO,ID_CUPO_ADJUDICACION,PLAZAS_OFERTADAS,PLAZAS_ASIGNADAS,PLAZAS_SOLICITADAS,NOTA_AGREGADA,NOTA_CORTE_ADJUDICACION_1,NOTA_CORTE_ADJUDICACION_2,NOTA_CORTE_DEFINITIVA_1,NOTA_CORTE_DEFINITIVA_2,FLG_ADMITIDOS_TODOS_1,FLG_ADMITIDOS_TODOS_2,PARTICIPA_1,PARTICIPA_2,ID_CURSO_ACADEMICO_NK,FECHA_CARGA,NOTA_MEDIA_ADMISION,PRELA_CONVO_NOTA_DEF,PRELA_CONVO_NOTA_DEF_1,PRELA_CONVO_NOTA_DEF_2,NUM_CREDENCIAL_UNED,PLAZAS_SOLICITADAS_PREF_1,ID_FECHA_CARGA,ID_TIPO_CENTRO,ID_CAMPUS,ID_POBLACION_CENTRO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ORDEN_BOE_PLAN,SN_DOCTORADO_VIGENTE,ID_PERSONA_NIP_COORD_NK,CORREO_COORD,ID_PERSONA_COORD,FLG_INTERUNIVERSITARIO,FLG_COORDINADOR,FLG_MULTIPLE_TITULACION,FLG_MASTER_HAB,SN_MASTER_HABILITANTE,SN_MULTIPLE_TITULACION,SN_INTERUNIVERSITARIO,SN_COORDINADOR
20150,81,8,3,4,5,2,39,31,34,6.983,8.085,6.519,8.211,6.354,S,S,0,1,2015,2023-04-13,10.327,2,2,1,7,31,20220419,2,2,145,6,10,BOE-A-2015-1964,N,50905625,alonso.novoa@universidad.es,57,0,0,1,1,S,S,N,N
20180,52,4,25,15,10,6,40,12,24,6.164,12.118,9.626,11.972,9.175,S,S,1,1,2018,2022-02-09,8.558,1,1,2,3,17,20210728,2,8,351,17,4,BOE-A-2019-7975,N,58916591,poncio.ibáñez@universidad.es,87,1,0,0,0,N,N,S,N
20170,19,6,27,13,4,5,182,47,90,7.367,5.822,5.389,5.69,5.593,S,S,1,1,2017,2021-02-25,11.583,1,1,2,1,56,20210724,4,1,127,4,1,BOE-A-2011-6606,N,13542127,jennifer.orozco@universidad.es,75,1,1,0,0,N,N,S,S
20160,1,10,38,8,1,4,113,22,29,5.2,12.644,9.117,12.914,9.137,S,S,0,0,2016,2022-07-25,7.045,1,1,2,0,23,20230511,5,5,98,40,10,BOE-A-2020-8739,N,466177,emilio.mateo@universidad.es,48,1,0,1,1,S,S,S,N
20210,63,1,39,7,5,2,150,103,111,5.243,6.389,6.078,6.888,5.878,S,S,1,1,2021,2022-02-11,6.686,1,1,2,7,109,20220709,1,3,70,27,6,BOE-A-2012-8812,N,56420024,héctor.talavera@universidad.es,27,0,0,0,1,S,N,N,N
20150,48,10,9,14,3,4,22,17,26,5.665,11.067,7.335,11.175,7.505,N,N,1,0,2015,2023-07-26,5.897,1,1,2,1,21,20200523,5,8,38,12,10,BOE-A-2022-3044,N,94393484,jordana.peinado@universidad.es,81,1,0,0,1,S,N,S,N
20210,75,9,38,15,4,6,30,12,19,5.647,5.781,5.673,5.927,6.06,S,S,0,0,2021,2020-11-06,8.124,2,2,1,2,14,20210323,5,5,217,47,9,BOE-A-2020-5093,N,30824989,carmina.cuesta@universidad.es,58,1,1,1,0,N,S,S,S
20190,24,4,10,8,3,3,182,181,272,12.473,10.202,6.086,10.183,6.24,N,N,1,0,2019,2021-03-21,6.885,2,2,1,30,185,20230803,4,2,325,50,5,BOE-A-2020-5849,N,31452485,marcos.guillén@universidad.es,88,1,0,0,0,N,N,S,N
20180,33,4,49,6,2,3,123,27,39,7.744,13.551,12.639,13.401,12.639,S,S,1,1,2018,2022-04-23,6.945,2,2,1,2,27,20200225,6,9,184,47,5,BOE-A-2021-6724,N,58916591,poncio.ibáñez@universidad.es,87,0,0,0,1,S,N,N,N
20240,7,9,14,3,2,2,185,125,178,8.03,12.116,8.242,12.456,7.842,S,S,0,0,2024,2020-01-02,5.778,2,2,1,20,133,20230526,6,2,54,7,7,BOE-A-2022-3314,N,42802529,ana belén.polo@universidad.es,98,0,0,0,0,N,N,N,N
20180,85,9,31,2,1,3,90,41,76,5.487,8.682,6.218,9.137,5.795,S,S,0,0,2018,2022-07-19,12.925,1,1,2,9,44,20220519,3,8,131,19,9,BOE-A-2013-7307,N,34152669,ernesto.sierra@universidad.es,5,0,0,1,0,N,S,N,N
20160,47,10,10,1,6,3,33,24,30,8.13,8.679,7.433,8.798,6.99,S,S,0,1,2016,2023-07-05,10.11,1,1,2,1,25,20230311,4,2,268,34,9,BOE-A-2012-1651,N,29888974,leandra.gallego@universidad.es,47,1,1,0,1,S,N,S,S
20100,9,3,50,1,1,5,152,141,182,6.239,7.811,5.902,7.928,6.284,N,N,0,1,2010,2023-08-23,6.08,1,1,2,22,149,20230815,3,5,146,31,1,BOE-A-2013-9848,N,29888974,leandra.gallego@universidad.es,47,1,1,1,1,S,S,S,S
20230,62,4,29,10,7,4,71,36,64,6.041,13.326,9.8,13.51,10.041,S,S,1,1,2023,2023-01-30,12.972,1,1,2,2,64,20210502,5,2,422,36,3,BOE-A-2013-5453,N,404729,román.herrero@universidad.es,6,0,0,0,0,N,N,N,N
20160,19,10,24,11,4,4,157,131,256,12.926,10.131,7.905,9.752,7.941,N,N,0,0,2016,2020-08-27,7.493,2,2,1,24,187,20220605,4,9,160,5,5,BOE-A-2014-5790,N,88824290,fabio.pinto@universidad.es,35,1,0,0,0,N,N,S,N
20190,9,3,49,6,6,2,69,13,21,12.841,9.28,6.753,9.442,6.723,S,S,0,0,2019,2021-01-07,13.225,2,2,1,1,20,20210927,6,9,469,2,6,BOE-A-2020-7622,N,53143336,renato.espejo@universidad.es,4,1,0,0,0,N,N,S,N
20210,55,8,18,4,7,1,155,143,203,8.333,11.174,5.705,11.666,5.937,N,N,1,1,2021,2020-11-22,11.254,1,1,2,34,158,20231120,1,5,150,44,9,BOE-A-2022-9373,N,90197485,remigio.sans@universidad.es,80,1,0,1,0,N,S,S,N
20110,30,2,38,2,5,2,23,17,25,11.802,8.502,5.716,8.977,5.512,N,N,0,1,2011,2023-07-11,9.66,2,2,1,4,23,20220929,5,5,290,29,7,BOE-A-2014-3005,N,86688655,angelina.roura@universidad.es,26,0,0,1,0,N,S,N,N
20180,17,4,39,2,7,6,179,35,53,9.435,8.268,7.767,8.006,8.17,S,S,0,0,2018,2022-11-16,11.472,1,1,2,3,38,20201222,1,3,75,3,8,BOE-A-2017-3302,N,87715861,casandra.buendía@universidad.es,38,0,0,1,1,S,S,N,N
20110,93,10,23,2,4,1,57,48,50,5.068,12.812,10.001,13.268,10.41,S,S,1,0,2011,2021-11-16,7.981,1,1,2,3,50,20201114,7,1,251,21,5,BOE-A-2010-9137,N,29888974,leandra.gallego@universidad.es,47,0,0,0,0,N,N,N,N
20210,78,5,50,12,7,1,176,147,178,6.605,6.056,5.445,5.585,5.144,N,N,0,0,2021,2022-04-02,11.645,2,2,1,1,157,20200502,3,5,76,42,6,BOE-A-2012-2544,S,36997080,danilo.oliveras@universidad.es,63,0,1,1,0,N,S,N,S
20230,53,2,30,15,8,5,151,73,104,6.863,7.309,6.527,7.567,6.233,S,S,1,0,2023,2023-06-21,12.968,1,1,2,8,81,20230615,2,1,483,11,2,BOE-A-2012-8784,N,72445335,casemiro.cazorla@universidad.es,89,0,1,1,0,N,S,N,S
20160,20,2,45,5,2,4,55,14,18,5.701,10.86,5.715,10.624,5.284,S,S,1,0,2016,2020-12-05,5.194,1,1,2,0,15,20220512,4,9,112,4,6,BOE-A-2020-5173,N,58916591,poncio.ibáñez@universidad.es,87,0,1,1,1,S,S,N,S
20110,77,5,27,6,4,4,150,130,190,13.062,6.526,6.122,6.27,6.003,N,N,0,1,2011,2023-01-04,10.314,1,1,2,22,181,20211211,4,1,2,10,10,BOE-A-2021-2087,S,50259293,cintia.aparicio@universidad.es,28,1,1,0,1,S,N,S,S
20230,12,3,8,6,6,3,178,73,73,6.047,5.919,5.084,5.975,5.541,S,S,0,0,2023,2023-12-04,5.112,2,2,1,3,73,20201226,6,7,69,36,5,BOE-A-2010-1074,N,9031632,rosalva.bonet@universidad.es,74,1,0,0,0,N,N,S,N
20220,50,8,18,7,10,4,92,83,107,8.704,10.346,6.15,10.685,6.194,N,N,0,1,2022,2023-08-04,6.979,2,2,1,9,86,20220614,1,5,225,2,9,BOE-A-2017-2366,N,97883579,reynaldo.pi@universidad.es,25,1,1,1,1,S,S,S,S
20190,89,7,17,4,3,2,170,108,137,11.885,5.906,5.834,6.001,5.754,S,S,1,0,2019,2021-01-27,12.99,1,1,2,19,111,20220905,3,2,366,50,5,BOE-A-2012-8056,N,62143331,emperatriz.arregui@universidad.es,51,0,0,1,0,N,S,N,N
20110,45,3,5,8,4,5,153,123,153,6.748,7.562,6.223,7.404,5.885,S,S,0,0,2011,2020-09-25,10.315,2,2,1,18,146,20221128,1,10,57,5,1,BOE-A-2017-3888,N,5937353,alcides.casanova@universidad.es,85,1,1,0,0,N,N,S,S
20100,59,4,19,4,2,5,134,99,126,8.353,11.813,10.976,12.192,10.911,S,S,0,1,2010,2023-01-20,13.235,2,2,1,4,107,20220616,3,6,11,23,9,BOE-A-2020-3182,N,94393484,jordana.peinado@universidad.es,81,1,1,1,0,N,S,S,S
20100,7,6,45,4,7,5,172,23,40,7.324,11.431,11.087,11.773,10.763,S,S,1,0,2010,2020-02-12,7.665,1,1,2,4,36,20211101,4,9,415,47,9,BOE-A-2014-5133,N,80251151,francisco jose.sotelo@universidad.es,100,0,1,1,1,S,S,N,S
20120,90,8,47,1,8,2,33,23,43,9.222,13.006,8.637,12.518,8.704,N,N,0,1,2012,2021-06-05,7.197,1,1,2,3,27,20231112,8,6,459,26,7,BOE-A-2012-4815,N,18176954,gregorio.zurita@universidad.es,23,1,1,1,1,S,S,S,S
20150,89,8,22,15,8,4,61,10,10,8.565,7.849,7.668,7.398,7.832,S,S,0,1,2015,2023-11-29,7.725,1,1,2,2,10,20221023,5,5,456,8,9,BOE-A-2017-1158,N,72633735,clotilde.hoyos@universidad.es,15,0,1,1,0,N,S,N,S
20150,80,3,19,3,4,5,83,29,46,5.824,5.33,5.066,5.355,4.642,S,S,1,1,2015,2023-12-23,9.008,1,1,2,4,29,20200327,3,6,154,36,5,BOE-A-2020-6459,N,9263592,felisa.barral@universidad.es,17,0,1,0,0,N,N,N,S
20100,28,9,17,13,1,3,84,21,39,11.894,9.152,5.539,9.392,5.366,S,S,0,0,2010,2021-09-24,9.649,2,2,1,2,27,20210407,3,2,283,30,9,BOE-A-2010-6961,N,41361818,maría teresa.montes@universidad.es,1,1,0,1,0,N,S,S,N
20200,67,8,14,11,4,3,160,51,90,12.94,8.056,7.285,7.624,7.739,S,S,1,1,2020,2022-03-28,10.119,2,2,1,7,88,20210807,6,2,382,4,9,BOE-A-2014-7608,N,72109613,lorena.valcárcel@universidad.es,42,0,1,1,0,N,S,N,S
20160,31,7,19,8,1,3,95,27,43,13.232,9.868,9.73,9.477,9.371,S,S,0,0,2016,2020-05-25,12.879,2,2,1,3,28,20230104,3,6,413,31,9,BOE-A-2022-4924,N,77619624,godofredo.gaya@universidad.es,8,1,1,1,1,S,S,S,S
20130,59,7,1,15,5,5,146,129,134,8.869,11.07,6.314,10.59,5.866,S,S,1,0,2013,2022-02-19,12.608,1,1,2,20,131,20200405,7,9,56,7,10,BOE-A-2015-8965,N,31428626,luna.plana@universidad.es,95,0,1,0,0,N,N,N,S
20110,15,4,45,9,9,4,130,120,123,5.123,5.718,5.541,5.54,6.027,S,S,1,1,2011,2023-10-31,11.756,2,2,1,22,123,20201102,4,9,316,36,2,BOE-A-2022-4418,N,90395620,juan.girona@universidad.es,52,0,1,0,1,S,N,N,S
20210,40,1,24,4,5,4,183,64,69,9.588,9.24,7.638,9.642,7.985,S,S,0,0,2021,2023-08-27,11.536,1,1,2,15,69,20221127,4,9,431,37,5,BOE-A-2020-3760,N,86104027,ángel.hervia@universidad.es,24,1,1,1,1,S,S,S,S
20210,29,10,25,3,6,6,132,121,191,10.553,9.328,6.373,9.7,6.326,N,N,0,1,2021,2023-09-03,12.659,1,1,2,29,124,20210927,2,8,294,37,10,BOE-A-2017-2805,N,56867700,florencia.palomar@universidad.es,11,1,0,0,1,S,N,S,N
20180,14,8,33,2,1,3,23,13,18,12.987,8.298,5.587,8.549,6.022,S,S,0,1,2018,2022-08-19,9.549,2,2,1,2,16,20231018,1,8,79,42,5,BOE-A-2010-1990,N,72109613,lorena.valcárcel@universidad.es,42,0,1,1,1,S,S,N,S
20110,44,3,11,8,10,1,98,65,109,12.969,11.87,6.626,11.549,7.072,N,N,1,0,2011,2021-01-21,8.45,1,1,2,5,86,20220305,2,10,57,44,1,BOE-A-2010-5968,N,61824078,vinicio.román@universidad.es,60,0,0,1,1,S,S,N,N
20240,2,5,11,9,5,5,123,71,88,7.858,7.133,6.54,7.479,6.568,S,S,0,0,2024,2022-04-04,9.765,2,2,1,9,80,20200319,2,10,162,5,1,BOE-A-2014-7144,S,86688655,angelina.roura@universidad.es,26,1,1,0,0,N,N,S,S
20100,73,8,28,11,6,5,184,130,238,5.109,6.548,5.896,6.543,5.588,N,N,1,1,2010,2020-08-12,11.294,1,1,2,25,147,20200215,7,4,110,32,6,BOE-A-2018-1144,N,72633735,clotilde.hoyos@universidad.es,15,0,0,1,0,N,S,N,N
20140,58,6,3,4,2,4,137,58,85,7.644,13.91,11.575,13.97,11.191,S,S,0,1,2014,2023-06-20,5.119,1,1,2,10,71,20220528,2,2,453,8,9,BOE-A-2014-8259,N,97691465,pánfilo.carbonell@universidad.es,46,0,0,0,0,N,N,N,N
20180,70,9,33,6,1,2,166,62,63,12.335,5.153,5.1,5.211,5.186,S,S,0,0,2018,2021-03-06,9.72,2,2,1,7,63,20200625,1,8,411,11,8,BOE-A-2018-5995,N,9801857,héctor.falcón@universidad.es,9,1,0,1,1,S,S,S,N
20220,38,4,39,15,8,4,109,26,52,9.31,7.535,5.778,7.245,5.449,S,S,1,0,2022,2022-12-30,7.915,1,1,2,2,33,20220207,1,3,436,10,9,BOE-A-2010-8136,N,94393484,jordana.peinado@universidad.es,81,1,1,1,1,S,S,S,S
20240,61,5,17,4,3,5,20,12,24,12.954,6.3,5.882,6.253,6.039,N,N,0,0,2024,2021-01-14,6.049,2,2,1,0,14,20200125,3,2,249,9,10,BOE-A-2010-6769,S,72445335,casemiro.cazorla@universidad.es,89,0,0,0,1,S,N,N,N
20110,4,7,49,10,8,4,55,25,42,6.629,9.235,8.914,9.466,8.559,S,S,0,0,2011,2023-10-03,10.439,2,2,1,5,37,20231210,6,9,352,22,8,BOE-A-2021-4661,N,97883579,reynaldo.pi@universidad.es,25,1,1,1,0,N,S,S,S
20180,7,9,28,10,2,5,157,36,66,7.712,11.425,9.961,11.563,9.957,S,S,0,0,2018,2023-05-31,10.965,1,1,2,3,45,20200213,7,4,43,4,9,BOE-A-2016-3623,N,9031632,rosalva.bonet@universidad.es,74,0,0,1,0,N,S,N,N
20170,61,1,16,9,10,2,198,179,288,7.194,7.195,6.563,7.145,6.486,N,N,0,0,2017,2022-05-01,5.176,1,1,2,5,262,20220825,5,8,348,43,2,BOE-A-2018-6712,N,51335545,otilia.puig@universidad.es,29,1,0,0,0,N,N,S,N
20180,63,1,15,15,9,1,88,71,108,11.767,10.512,6.343,10.538,6.046,N,N,0,0,2018,2020-12-28,11.547,2,2,1,14,72,20230313,8,4,356,7,8,BOE-A-2016-3472,N,20820038,danilo.jáuregui@universidad.es,62,1,0,1,0,N,S,S,N
20130,16,9,46,6,9,3,56,33,47,8.044,10.229,9.924,10.266,9.706,S,S,0,0,2013,2023-04-29,8.314,2,2,1,2,42,20220510,1,9,89,34,2,BOE-A-2016-3560,N,71394920,lorenza.santamaria@universidad.es,56,0,1,0,1,S,N,N,S
20100,33,2,2,14,6,3,22,11,20,10.414,12.884,9.346,13.373,9.163,S,S,0,1,2010,2020-01-15,9.168,2,2,1,2,14,20200817,8,6,173,40,9,BOE-A-2021-8524,N,40045602,teresa.blázquez@universidad.es,50,1,1,0,1,S,N,S,S
20150,42,1,12,7,5,4,86,62,105,11.715,5.114,5.051,4.972,5.038,N,N,0,0,2015,2022-08-31,5.392,2,2,1,7,80,20231213,3,2,69,13,3,BOE-A-2022-5854,N,6078694,hernando.puente@universidad.es,10,1,1,1,1,S,S,S,S
20130,51,10,25,7,4,4,21,14,19,9.196,9.337,8.129,9.807,7.882,S,S,0,1,2013,2022-07-11,11.576,1,1,2,0,18,20211028,2,8,282,8,7,BOE-A-2011-6684,N,86104027,ángel.hervia@universidad.es,24,1,1,0,1,S,N,S,S
20200,72,2,41,4,7,2,88,65,126,12.814,6.791,5.424,6.631,5.654,N,N,1,0,2020,2022-12-02,6.86,1,1,2,8,95,20211227,8,5,133,1,9,BOE-A-2011-4743,N,77507357,poncio.moliner@universidad.es,99,0,1,1,0,N,S,N,S
20180,41,2,20,14,2,2,168,16,28,13.068,8.76,6.2,8.937,6.155,S,S,0,1,2018,2023-04-17,6.956,2,2,1,4,23,20220101,6,4,9,5,2,BOE-A-2021-5637,N,77507357,poncio.moliner@universidad.es,99,1,1,1,0,N,S,S,S
20110,8,6,10,2,3,3,125,71,137,10.963,9.785,8.639,9.666,8.492,N,N,0,0,2011,2023-07-01,5.862,1,1,2,14,119,20210202,4,2,11,28,8,BOE-A-2020-5941,N,67631755,valerio.ortega@universidad.es,93,0,0,1,0,N,S,N,N
20170,25,6,16,4,10,4,43,20,35,9.079,9.823,5.067,9.781,4.707,S,S,0,0,2017,2022-06-10,12.075,1,1,2,4,31,20230828,5,8,136,18,2,BOE-A-2018-8434,N,15922674,julio césar.mascaró@universidad.es,40,0,1,0,1,S,N,N,S
20100,37,8,23,11,9,4,152,14,22,5.276,13.348,12.346,13.24,12.385,S,S,0,0,2010,2021-08-18,7.331,1,1,2,2,21,20200126,7,1,23,9,2,BOE-A-2013-6621,N,98182614,leonel.blasco@universidad.es,96,0,0,0,0,N,N,N,N
20160,5,9,35,7,4,5,118,27,54,7.65,10.39,6.417,10.172,6.537,S,S,0,0,2016,2023-12-18,5.9,1,1,2,4,44,20220417,8,7,488,6,5,BOE-A-2015-8878,N,4506531,luís.mancebo@universidad.es,77,1,1,0,0,N,N,S,S
20130,42,7,9,12,5,1,162,112,142,9.623,6.616,5.838,6.735,5.897,S,S,1,0,2013,2023-09-17,9.951,2,2,1,22,115,20201231,5,8,312,6,6,BOE-A-2019-6938,N,61824078,vinicio.román@universidad.es,60,1,1,1,1,S,S,S,S
20210,89,10,43,7,7,3,196,173,334,9.469,12.36,10.511,12.859,10.932,N,N,0,0,2021,2022-02-24,9.696,2,2,1,8,250,20200305,5,2,74,25,2,BOE-A-2020-7146,N,50259293,cintia.aparicio@universidad.es,28,0,0,0,1,S,N,N,N
20180,31,6,38,14,6,6,198,146,203,6.14,11.537,7.926,11.99,8.09,N,N,1,1,2018,2020-10-03,12.281,1,1,2,25,168,20231221,5,5,244,34,9,BOE-A-2012-6999,N,2921981,asdrubal.ocaña@universidad.es,3,0,1,1,0,N,S,N,S
20230,52,2,7,10,9,6,131,99,106,10.508,11.523,6.599,11.758,6.53,S,S,0,0,2023,2020-03-01,10.18,2,2,1,6,105,20210806,6,5,485,39,1,BOE-A-2011-2142,N,72109613,lorena.valcárcel@universidad.es,42,0,1,1,1,S,S,N,S
20160,31,2,32,5,2,5,52,52,80,6.903,12.399,9.485,12.234,9.38,N,N,0,0,2016,2021-05-05,7.373,2,2,1,12,59,20230727,2,6,305,36,4,BOE-A-2022-8034,N,27659807,teodoro.calatayud@universidad.es,73,1,1,1,0,N,S,S,S
20100,58,5,9,11,7,4,179,31,42,9.486,5.084,5.069,5.226,4.624,S,S,1,0,2010,2023-02-06,13.487,2,2,1,3,33,20211007,5,8,105,33,4,BOE-A-2021-5078,S,94393484,jordana.peinado@universidad.es,81,1,0,0,0,N,N,S,N
20110,71,10,17,6,5,6,40,32,53,7.05,8.072,6.766,7.723,6.287,N,N,0,0,2011,2020-04-04,9.505,1,1,2,7,37,20210530,3,2,335,29,10,BOE-A-2021-1263,N,17092236,melchor.manuel@universidad.es,45,1,1,0,0,N,N,S,S
20140,30,10,1,12,2,3,105,81,109,13.271,6.202,5.798,6.063,6.122,N,N,1,0,2014,2021-11-02,6.607,2,2,1,9,107,20200715,7,9,347,15,4,BOE-A-2015-2021,N,9031632,rosalva.bonet@universidad.es,74,0,0,0,0,N,N,N,N
20110,84,4,19,7,9,6,118,54,79,6.23,9.437,6.38,9.076,6.293,S,S,1,1,2011,2021-09-14,10.718,2,2,1,2,56,20230920,3,6,21,41,7,BOE-A-2017-6545,N,53143336,renato.espejo@universidad.es,4,0,0,1,0,N,S,N,N
20210,8,8,14,14,5,6,150,62,68,12.831,6.213,6.064,6.496,6.285,S,S,0,1,2021,2023-04-30,10.143,2,2,1,12,65,20220313,6,2,65,35,2,BOE-A-2018-1376,N,2921981,asdrubal.ocaña@universidad.es,3,1,0,1,0,N,S,S,N
20160,46,3,40,15,9,1,69,35,42,11.913,10.642,10.299,11.074,10.625,S,S,0,1,2016,2021-07-09,12.584,1,1,2,0,35,20230315,4,10,192,42,4,BOE-A-2019-8689,N,34152669,ernesto.sierra@universidad.es,5,1,0,0,0,N,N,S,N
20240,59,6,9,14,1,3,105,43,48,12.162,7.115,6.049,6.8,6.344,S,S,1,1,2024,2022-07-22,11.215,2,2,1,6,45,20220707,5,8,294,49,4,BOE-A-2015-2468,N,38824283,venceslás.gaya@universidad.es,94,1,0,1,0,N,S,S,N
20220,51,1,14,3,9,6,191,146,292,9.743,7.727,6.892,8.14,6.518,N,N,0,0,2022,2020-11-05,13.137,1,1,2,6,269,20220302,6,2,284,38,9,BOE-A-2014-4155,N,91634516,ricardo.boada@universidad.es,34,0,1,0,0,N,N,N,S
20220,74,9,40,1,5,2,160,21,38,9.619,7.128,5.803,7.285,5.89,S,S,0,1,2022,2020-08-30,12.524,1,1,2,1,36,20200721,4,10,344,37,7,BOE-A-2011-3479,N,72445335,casemiro.cazorla@universidad.es,89,1,1,0,1,S,N,S,S
20160,52,10,33,8,5,2,93,48,67,5.582,11.568,11.293,11.37,11.52,S,S,0,1,2016,2020-06-30,8.914,2,2,1,10,60,20210704,1,8,83,15,4,BOE-A-2021-6069,N,88610233,agapito.tormo@universidad.es,68,1,0,0,1,S,N,S,N
20230,10,9,49,4,2,2,48,34,64,5.338,5.935,5.336,6.27,4.847,N,N,0,1,2023,2020-07-29,12.019,2,2,1,8,59,20221229,6,9,78,44,2,BOE-A-2020-6761,N,88610233,agapito.tormo@universidad.es,68,0,1,0,1,S,N,N,S
20140,5,1,22,9,5,3,148,53,83,13.333,12.14,11.38,12.261,10.955,S,S,0,1,2014,2022-08-10,10.288,1,1,2,12,78,20221004,5,5,178,47,2,BOE-A-2012-6170,N,63360324,maría cristina.agudo@universidad.es,18,1,1,1,1,S,S,S,S
20240,64,6,38,10,4,2,73,21,37,5.95,8.449,6.515,8.294,6.577,S,S,1,0,2024,2023-06-27,10.024,2,2,1,1,36,20200403,5,5,131,36,6,BOE-A-2015-8681,N,86104027,ángel.hervia@universidad.es,24,0,0,1,1,S,S,N,N
20160,25,7,32,11,7,2,23,16,20,7.424,7.48,5.661,7.608,5.344,S,S,1,1,2016,2023-06-03,11.013,2,2,1,4,20,20201010,2,6,54,44,4,BOE-A-2019-9753,N,71394920,lorenza.santamaria@universidad.es,56,1,0,1,1,S,S,S,N
20230,32,4,46,4,7,2,37,19,27,5.963,11.661,8.82,11.619,8.978,S,S,1,1,2023,2023-05-03,13.102,1,1,2,2,26,20220227,1,9,316,28,10,BOE-A-2010-8443,N,53143336,renato.espejo@universidad.es,4,0,1,1,1,S,S,N,S
20140,4,6,16,6,3,5,123,85,147,10.914,12.07,6.277,12.08,6.056,N,N,1,0,2014,2022-06-21,5.501,2,2,1,8,97,20210315,5,8,114,9,3,BOE-A-2019-4637,N,61824078,vinicio.román@universidad.es,60,0,0,1,0,N,S,N,N
20220,13,9,1,6,6,3,126,117,213,9.498,12.224,5.033,11.865,5.096,N,N,0,0,2022,2023-07-05,13.178,2,2,1,27,188,20210803,7,9,440,4,8,BOE-A-2014-1785,N,77619624,godofredo.gaya@universidad.es,8,0,0,1,1,S,S,N,N
20210,72,9,12,15,7,2,123,106,175,12.716,13.953,5.417,13.946,5.652,N,N,1,0,2021,2021-08-16,8.178,1,1,2,26,164,20210225,3,2,63,47,1,BOE-A-2018-2501,N,27659807,teodoro.calatayud@universidad.es,73,0,1,0,0,N,N,N,S
20140,87,3,44,8,9,5,159,152,272,7.295,9.51,5.365,9.035,5.247,N,N,0,0,2014,2022-10-29,8.92,2,2,1,19,172,20220926,7,3,500,13,5,BOE-A-2017-1777,N,20820038,danilo.jáuregui@universidad.es,62,0,1,0,1,S,N,N,S
20150,25,5,3,8,4,2,159,140,200,6.178,5.587,5.533,5.174,6.025,N,N,1,0,2015,2023-06-21,13.443,1,1,2,12,149,20210413,2,2,276,23,5,BOE-A-2014-8864,S,3051483,vidal.tello@universidad.es,49,0,0,0,0,N,N,N,N
20130,46,9,36,14,5,3,159,114,176,12.343,9.531,8.637,9.172,8.369,N,N,1,1,2013,2021-04-12,5.802,2,2,1,10,154,20230708,7,7,141,3,10,BOE-A-2020-9536,N,58916591,poncio.ibáñez@universidad.es,87,0,0,1,1,S,S,N,N
20200,98,3,33,3,3,4,168,130,257,9.129,12.326,12.162,12.405,12.168,N,N,0,0,2020,2022-07-26,5.282,2,2,1,5,246,20210722,1,8,5,44,7,BOE-A-2020-1875,N,94393484,jordana.peinado@universidad.es,81,0,1,1,0,N,S,N,S
20210,3,2,23,14,5,4,170,33,44,6.546,10.716,8.868,10.405,9.032,S,S,1,1,2021,2020-03-01,13.481,1,1,2,1,43,20211107,7,1,37,5,3,BOE-A-2018-6425,N,10770971,javier.pagès@universidad.es,33,1,0,1,0,N,S,S,N
20200,100,3,7,11,9,1,99,88,107,13.099,12.315,7.176,12.046,7.41,N,N,1,1,2020,2020-02-14,9.67,2,2,1,4,89,20220910,6,5,292,5,7,BOE-A-2017-4088,N,38532662,griselda.tomas@universidad.es,20,1,0,0,0,N,N,S,N
20130,24,5,23,5,1,6,122,51,78,5.852,10.632,9.677,10.653,9.954,S,S,0,1,2013,2021-12-22,7.728,1,1,2,2,67,20221226,7,1,185,28,4,BOE-A-2019-4043,S,41361818,maría teresa.montes@universidad.es,1,0,0,1,1,S,S,N,N
20110,70,5,18,7,2,6,96,41,42,8.352,10.95,7.285,11.298,7.037,S,S,1,1,2011,2021-06-19,10.703,2,2,1,9,42,20230115,1,5,226,9,4,BOE-A-2019-6991,S,30824989,carmina.cuesta@universidad.es,58,0,0,0,1,S,N,N,N
20140,7,9,17,11,8,4,192,98,146,6.568,9.087,7.176,8.775,7.313,S,S,0,0,2014,2021-07-02,7.532,2,2,1,22,109,20231202,3,2,184,2,3,BOE-A-2015-9569,N,77507357,poncio.moliner@universidad.es,99,0,1,0,1,S,N,N,S
20150,8,8,45,13,10,4,136,74,75,8.48,7.739,6.372,7.751,6.852,S,S,1,1,2015,2023-02-18,8.773,1,1,2,13,75,20200411,4,9,173,11,3,BOE-A-2013-4470,N,6078694,hernando.puente@universidad.es,10,0,0,1,0,N,S,N,N
20240,97,7,24,8,3,4,48,42,58,11.152,8.42,7.761,8.594,7.77,N,N,1,1,2024,2023-02-24,12.271,1,1,2,8,45,20230503,4,9,75,32,9,BOE-A-2016-8573,N,2099943,brígida.malo@universidad.es,71,0,1,1,0,N,S,N,S
